Date;Action;Message;Crypto ValueBTC
1712465962;Update;;199.486799999999988131094141863286495208740234375
1712465964;Update;;199.486799999999988131094141863286495208740234375
1712465966;Update;;199.478600000000000136424205265939235687255859375
1712465968;Update;;199.478600000000000136424205265939235687255859375
1712465970;Update;;199.4705999999999903593561612069606781005859375
1712465972;Update;;199.4705999999999903593561612069606781005859375
1712465974;Update;;199.4705999999999903593561612069606781005859375
1712465976;Update;;199.481099999999997862687450833618640899658203125
1712465978;Update;;199.481099999999997862687450833618640899658203125
1712465980;Update;;199.481099999999997862687450833618640899658203125
1712465982;Update;;199.455500000000000682121026329696178436279296875
1712465984;Update;;199.455500000000000682121026329696178436279296875
1712465986;Update;;199.455500000000000682121026329696178436279296875
1712465988;Update;;199.455500000000000682121026329696178436279296875
1712465990;Update;;199.455500000000000682121026329696178436279296875
1712465992;Update;;199.4189000000000078216544352471828460693359375
1712465994;Update;;199.4189000000000078216544352471828460693359375
1712465996;Update;;199.4189000000000078216544352471828460693359375
1712465998;Update;;199.44499999999999317878973670303821563720703125
1712466000;Update;;199.44499999999999317878973670303821563720703125
1712466002;Update;;199.479299999999994952304405160248279571533203125
1712466004;Update;;199.479299999999994952304405160248279571533203125
1712466006;Update;;199.479299999999994952304405160248279571533203125
1712466008;Update;;199.53469999999998663042788393795490264892578125
1712466010;Update;;199.53469999999998663042788393795490264892578125
1712466012;Update;;199.53469999999998663042788393795490264892578125
1712466014;Update;;199.543599999999997862687450833618640899658203125
1712466016;Update;;199.543599999999997862687450833618640899658203125
1712466018;Update;;199.543599999999997862687450833618640899658203125
1712466020;Update;;199.57769999999999299689079634845256805419921875
1712466022;Update;;199.57769999999999299689079634845256805419921875
1712466024;Update;;199.5919000000000096406438387930393218994140625
1712466026;Update;;199.5919000000000096406438387930393218994140625
1712466028;Update;;199.5919000000000096406438387930393218994140625
1712466030;Update;;199.572100000000006048139766789972782135009765625
1712466032;Update;;199.572100000000006048139766789972782135009765625
1712466034;Update;;199.572100000000006048139766789972782135009765625
1712466036;Update;;199.57179999999999608917278237640857696533203125
1712466038;Update;;199.57179999999999608917278237640857696533203125
1712466040;Update;;199.570500000000009777068044058978557586669921875
1712466042;Update;;199.570500000000009777068044058978557586669921875
1712466044;Update;;199.570500000000009777068044058978557586669921875
1712466046;Update;;199.577599999999989677235134877264499664306640625
1712466048;Update;;199.577599999999989677235134877264499664306640625
1712466050;Update;;199.577599999999989677235134877264499664306640625
1712466052;Update;;199.446200000000004592948243953287601470947265625
1712466054;Update;;199.446200000000004592948243953287601470947265625
1712466056;Update;;199.446200000000004592948243953287601470947265625
1712466058;Update;;199.439600000000012869350030086934566497802734375
1712466060;Update;;199.439600000000012869350030086934566497802734375
1712466062;Update;;199.4379999999999881765688769519329071044921875
1712466064;Update;;199.4379999999999881765688769519329071044921875
1712466066;Update;;199.4379999999999881765688769519329071044921875
1712466068;Update;;199.440300000000007685230229981243610382080078125
1712466070;Update;;199.440300000000007685230229981243610382080078125
1712466072;Update;;199.440300000000007685230229981243610382080078125
1712466074;Update;;199.413099999999985811882652342319488525390625
1712466076;Update;;199.413099999999985811882652342319488525390625
1712466078;Update;;199.4298000000000001818989403545856475830078125
1712466080;Update;;199.4298000000000001818989403545856475830078125
1712466082;Update;;199.4298000000000001818989403545856475830078125
1712466084;Update;;199.431499999999999772626324556767940521240234375
1712466086;Update;;199.431499999999999772626324556767940521240234375
1712466088;Update;;199.431499999999999772626324556767940521240234375
1712466090;Update;;199.431499999999999772626324556767940521240234375
1712466092;Update;;199.431499999999999772626324556767940521240234375
1712466094;Update;;199.431499999999999772626324556767940521240234375
1712466096;Update;;199.4216999999999870851752348244190216064453125
1712466098;Update;;199.4216999999999870851752348244190216064453125
1712466100;Update;;199.433300000000002683009370230138301849365234375
1712466102;Update;;199.433300000000002683009370230138301849365234375
1712466104;Update;;199.433300000000002683009370230138301849365234375
1712466106;Update;;199.449399999999997135091689415276050567626953125
1712466108;Update;;199.449399999999997135091689415276050567626953125
1712466110;Update;;199.449399999999997135091689415276050567626953125
1712466112;Update;;199.449399999999997135091689415276050567626953125
1712466114;Update;;199.449399999999997135091689415276050567626953125
1712466116;Update;;199.489200000000010959411156363785266876220703125
1712466118;Update;;199.489200000000010959411156363785266876220703125
1712466120;Update;;199.489200000000010959411156363785266876220703125
1712466122;Update;;199.48070000000001300577423535287380218505859375
1712466124;Update;;199.48070000000001300577423535287380218505859375
1712466126;Update;;199.48070000000001300577423535287380218505859375
1712466128;Update;;199.447399999999987585397320799529552459716796875
1712466130;Update;;199.447399999999987585397320799529552459716796875
1712466132;Update;;199.4343000000000074578565545380115509033203125
1712466134;Update;;199.4343000000000074578565545380115509033203125
1712466136;Update;;199.4343000000000074578565545380115509033203125
1712466138;Update;;199.422200000000003683453542180359363555908203125
1712466140;Update;;199.422200000000003683453542180359363555908203125
1712466142;Update;;199.422200000000003683453542180359363555908203125
1712466144;Update;;199.434699999999992314769770018756389617919921875
1712466146;Update;;199.434699999999992314769770018756389617919921875
1712466148;Update;;199.434699999999992314769770018756389617919921875
1712466150;Update;;199.426600000000007639755494892597198486328125
1712466152;Update;;199.426600000000007639755494892597198486328125
1712466154;Update;;199.40289999999998826751834712922573089599609375
1712466156;Update;;199.40289999999998826751834712922573089599609375
1712466158;Update;;199.40289999999998826751834712922573089599609375
1712466160;Update;;199.416500000000013415046851150691509246826171875
1712466162;Update;;199.416500000000013415046851150691509246826171875
1712466164;Update;;199.416500000000013415046851150691509246826171875
1712466166;Update;;199.44540000000000645741238258779048919677734375
1712466168;Update;;199.44540000000000645741238258779048919677734375
1712466170;Update;;199.44950000000000045474735088646411895751953125
1712466172;Update;;199.44950000000000045474735088646411895751953125
1712466174;Update;;199.44950000000000045474735088646411895751953125
1712466176;Update;;199.431000000000011596057447604835033416748046875
1712466178;Update;;199.431000000000011596057447604835033416748046875
1712466180;Update;;199.431000000000011596057447604835033416748046875
1712466182;Update;;199.451899999999994861354934982955455780029296875
1712466184;Update;;199.451899999999994861354934982955455780029296875
1712466186;Update;;199.451899999999994861354934982955455780029296875
1712466188;Update;;199.436900000000008503775461576879024505615234375
1712466190;Update;;199.436900000000008503775461576879024505615234375
1712466192;Update;;199.43139999999999645297066308557987213134765625
1712466194;Update;;199.43139999999999645297066308557987213134765625
1712466196;Update;;199.43139999999999645297066308557987213134765625
1712466198;Update;;199.44089999999999918145476840436458587646484375
1712466200;Update;;199.44089999999999918145476840436458587646484375
1712466202;Update;;199.44089999999999918145476840436458587646484375
1712466204;Update;;199.500300000000009958966984413564205169677734375
1712466206;Update;;199.500300000000009958966984413564205169677734375
1712466208;Update;;199.519800000000003592504072003066539764404296875
1712466210;Update;;199.519800000000003592504072003066539764404296875
1712466212;Update;;199.519800000000003592504072003066539764404296875
1712466214;Update;;199.522600000000011277734301984310150146484375
1712466216;Update;;199.522600000000011277734301984310150146484375
1712466218;Update;;199.522600000000011277734301984310150146484375
1712466220;Update;;199.47890000000001009539118967950344085693359375
1712466222;Update;;199.47890000000001009539118967950344085693359375
1712466224;Update;;199.47890000000001009539118967950344085693359375
1712466226;Update;;199.4660000000000081854523159563541412353515625
1712466228;Update;;199.4660000000000081854523159563541412353515625
1712466230;Update;;199.470400000000012141754268668591976165771484375
1712466232;Update;;199.470400000000012141754268668591976165771484375
1712466234;Update;;199.470400000000012141754268668591976165771484375
1712466236;Update;;199.47010000000000218278728425502777099609375
1712466238;Update;;199.47010000000000218278728425502777099609375
1712466240;Update;;199.47010000000000218278728425502777099609375
1712466242;Update;;199.453200000000009595169103704392910003662109375
1712466244;Update;;199.453200000000009595169103704392910003662109375
1712466246;Update;;199.458300000000008367351256310939788818359375
1712466248;Update;;199.458300000000008367351256310939788818359375
1712466250;Update;;199.458300000000008367351256310939788818359375
1712466252;Update;;199.458300000000008367351256310939788818359375
1712466254;Update;;199.458300000000008367351256310939788818359375
1712466256;Update;;199.458300000000008367351256310939788818359375
1712466258;Update;;199.46469999999999345163814723491668701171875
1712466260;Update;;199.46469999999999345163814723491668701171875
1712466262;Update;;199.46469999999999345163814723491668701171875
1712466264;Update;;199.439899999999994406607584096491336822509765625
1712466266;Update;;199.439899999999994406607584096491336822509765625
1712466268;Update;;199.46469999999999345163814723491668701171875
1712466270;Update;;199.46469999999999345163814723491668701171875
1712466272;Update;;199.46469999999999345163814723491668701171875
1712466274;Update;;199.473199999999991405275068245828151702880859375
1712466276;Update;;199.473199999999991405275068245828151702880859375
1712466278;Update;;199.473199999999991405275068245828151702880859375
1712466280;Update;;199.464300000000008594724931754171848297119140625
1712466282;Update;;199.464300000000008594724931754171848297119140625
1712466284;Update;;199.4615000000000009094947017729282379150390625
1712466286;Update;;199.4615000000000009094947017729282379150390625
1712466288;Update;;199.4615000000000009094947017729282379150390625
1712466290;Update;;199.467500000000001136868377216160297393798828125
1712466292;Update;;199.467500000000001136868377216160297393798828125
1712466294;Update;;199.467500000000001136868377216160297393798828125
1712466296;Update;;199.469300000000004047251422889530658721923828125
1712466298;Update;;199.469300000000004047251422889530658721923828125
1712466300;Update;;199.469300000000004047251422889530658721923828125
1712466302;Update;;199.4660000000000081854523159563541412353515625
1712466304;Update;;199.4660000000000081854523159563541412353515625
1712466306;Update;;199.4678000000000110958353616297245025634765625
1712466308;Update;;199.4678000000000110958353616297245025634765625
1712466310;Update;;199.4678000000000110958353616297245025634765625
1712466312;Update;;199.4750999999999976353137753903865814208984375
1712466314;Update;;199.4750999999999976353137753903865814208984375
1712466316;Update;;199.4750999999999976353137753903865814208984375
1712466318;Update;;199.481999999999999317878973670303821563720703125
1712466320;Update;;199.481999999999999317878973670303821563720703125
1712466322;Update;;199.47190000000000509317032992839813232421875
1712466324;Update;;199.47190000000000509317032992839813232421875
1712466326;Update;;199.47190000000000509317032992839813232421875
1712466328;Update;;199.481999999999999317878973670303821563720703125
1712466330;Update;;199.481999999999999317878973670303821563720703125
1712466332;Update;;199.481999999999999317878973670303821563720703125
1712466334;Update;;199.481999999999999317878973670303821563720703125
1712466336;Update;;199.481999999999999317878973670303821563720703125
1712466338;Update;;199.481999999999999317878973670303821563720703125
1712466340;Update;;199.481999999999999317878973670303821563720703125
1712466342;Update;;199.481999999999999317878973670303821563720703125
1712466344;Update;;199.46760000000000445652403868734836578369140625
1712466346;Update;;199.46760000000000445652403868734836578369140625
1712466348;Update;;199.46760000000000445652403868734836578369140625
1712466350;Update;;199.46129999999999427018337883055210113525390625
1712466352;Update;;199.46129999999999427018337883055210113525390625
1712466354;Update;;199.4678999999999859937815926969051361083984375
1712466356;Update;;199.4678999999999859937815926969051361083984375
1712466358;Update;;199.4678999999999859937815926969051361083984375
1712466360;Update;;199.474999999999994315658113919198513031005859375
1712466362;Update;;199.474999999999994315658113919198513031005859375
1712466364;Update;;199.474999999999994315658113919198513031005859375
1712466366;Update;;199.4741999999999961801222525537014007568359375
1712466368;Update;;199.4741999999999961801222525537014007568359375
1712466370;Update;;199.4741999999999961801222525537014007568359375
1712466372;Update;;199.486999999999994770405464805662631988525390625
1712466374;Update;;199.486999999999994770405464805662631988525390625
1712466376;Update;;199.461800000000010868461686186492443084716796875
1712466378;Update;;199.461800000000010868461686186492443084716796875
1712466380;Update;;199.461800000000010868461686186492443084716796875
1712466382;Update;;199.463400000000007139533408917486667633056640625
1712466384;Update;;199.463400000000007139533408917486667633056640625
1712466386;Update;;199.463400000000007139533408917486667633056640625
1712466388;Update;;199.461800000000010868461686186492443084716796875
1712466390;Update;;199.461800000000010868461686186492443084716796875
1712466392;Update;;199.461800000000010868461686186492443084716796875
1712466394;Update;;199.461399999999997589839040301740169525146484375
1712466396;Update;;199.461399999999997589839040301740169525146484375
1712466398;Update;;199.439300000000002910383045673370361328125
1712466400;Update;;199.439300000000002910383045673370361328125
1712466402;Update;;199.439300000000002910383045673370361328125
1712466404;Update;;199.421799999999990404830896295607089996337890625
1712466406;Update;;199.421799999999990404830896295607089996337890625
1712466408;Update;;199.421799999999990404830896295607089996337890625
1712466410;Update;;199.421799999999990404830896295607089996337890625
1712466412;Update;;199.421799999999990404830896295607089996337890625
1712466414;Update;;199.401199999999988676790962927043437957763671875
1712466416;Update;;199.401199999999988676790962927043437957763671875
1712466418;Update;;199.401199999999988676790962927043437957763671875
1712466420;Update;;199.392799999999994042809703387320041656494140625
1712466422;Update;;199.392799999999994042809703387320041656494140625
1712466424;Update;;199.392799999999994042809703387320041656494140625
1712466426;Update;;199.392799999999994042809703387320041656494140625
1712466428;Update;;199.392799999999994042809703387320041656494140625
1712466430;Update;;199.392799999999994042809703387320041656494140625
1712466432;Update;;199.467700000000007776179700158536434173583984375
1712466434;Update;;199.467700000000007776179700158536434173583984375
1712466436;Update;;199.494699999999994588506524451076984405517578125
1712466438;Update;;199.494699999999994588506524451076984405517578125
1712466440;Update;;199.494699999999994588506524451076984405517578125
